Analyzing emerge_app...

  error - lib\features\auth\domain\entities\user_extension.dart:213:5 - 'entropy' isn't a field in the enclosing class. Try correcting the name to match an existing field, or defining a field named 'entropy'. - initializing_formal_for_non_existent_field
  error - lib\features\auth\domain\entities\user_extension.dart:214:5 - 'worldAge' isn't a field in the enclosing class. Try correcting the name to match an existing field, or defining a field named 'worldAge'. - initializing_formal_for_non_existent_field
  error - lib\features\auth\domain\entities\user_extension.dart:215:5 - 'zones' isn't a field in the enclosing class. Try correcting the name to match an existing field, or defining a field named 'zones'. - initializing_formal_for_non_existent_field
  error - lib\features\auth\domain\entities\user_extension.dart:216:5 - 'unlockedBuildings' isn't a field in the enclosing class. Try correcting the name to match an existing field, or defining a field named 'unlockedBuildings'. - initializing_formal_for_non_existent_field
  error - lib\features\auth\domain\entities\user_extension.dart:217:5 - 'buildingPlacements' isn't a field in the enclosing class. Try correcting the name to match an existing field, or defining a field named 'buildingPlacements'. - initializing_formal_for_non_existent_field
  error - lib\features\auth\domain\entities\user_extension.dart:218:5 - 'unlockedLandPlots' isn't a field in the enclosing class. Try correcting the name to match an existing field, or defining a field named 'unlockedLandPlots'. - initializing_formal_for_non_existent_field
  error - lib\features\auth\domain\entities\user_extension.dart:219:5 - 'totalBuildingsConstructed' isn't a field in the enclosing class. Try correcting the name to match an existing field, or defining a field named 'totalBuildingsConstructed'. - initializing_formal_for_non_existent_field
  error - lib\features\auth\domain\entities\user_extension.dart:220:5 - 'lastActiveDate' isn't a field in the enclosing class. Try correcting the name to match an existing field, or defining a field named 'lastActiveDate'. - initializing_formal_for_non_existent_field
  error - lib\features\auth\domain\entities\user_extension.dart:221:5 - 'worldTheme' isn't a field in the enclosing class. Try correcting the name to match an existing field, or defining a field named 'worldTheme'. - initializing_formal_for_non_existent_field
  error - lib\features\auth\domain\entities\user_extension.dart:222:5 - 'seasonalState' isn't a field in the enclosing class. Try correcting the name to match an existing field, or defining a field named 'seasonalState'. - initializing_formal_for_non_existent_field
  error - lib\features\auth\domain\entities\user_extension.dart:223:5 - 'claimedNodes' isn't a field in the enclosing class. Try correcting the name to match an existing field, or defining a field named 'claimedNodes'. - initializing_formal_for_non_existent_field
  error - lib\features\auth\domain\entities\user_extension.dart:224:5 - 'activeNodes' isn't a field in the enclosing class. Try correcting the name to match an existing field, or defining a field named 'activeNodes'. - initializing_formal_for_non_existent_field
  error - lib\features\auth\domain\entities\user_extension.dart:225:5 - 'highestCompletedNodeLevel' isn't a field in the enclosing class. Try correcting the name to match an existing field, or defining a field named 'highestCompletedNodeLevel'. - initializing_formal_for_non_existent_field
  error - lib\features\auth\domain\entities\user_extension.dart:230:35 - Undefined name 'entropy'. Try correcting the name to one that is defined, or defining the name. - undefined_identifier
  error - lib\features\auth\domain\entities\user_extension.dart:233:26 - Undefined name 'entropy'. Try correcting the name to one that is defined, or defining the name. - undefined_identifier
  error - lib\features\auth\domain\entities\user_extension.dart:236:26 - Undefined name 'entropy'. Try correcting the name to one that is defined, or defining the name. - undefined_identifier
  error - lib\features\auth\domain\entities\user_extension.dart:242:18 - Undefined name 'entropy'. Try correcting the name to one that is defined, or defining the name. - undefined_identifier
  error - lib\features\auth\domain\entities\user_extension.dart:243:19 - Undefined name 'worldAge'. Try correcting the name to one that is defined, or defining the name. - undefined_identifier
  error - lib\features\auth\domain\entities\user_extension.dart:244:16 - Undefined name 'zones'. Try correcting the name to one that is defined, or defining the name. - undefined_identifier
  error - lib\features\auth\domain\entities\user_extension.dart:245:28 - Undefined name 'unlockedBuildings'. Try correcting the name to one that is defined, or defining the name. - undefined_identifier
  error - lib\features\auth\domain\entities\user_extension.dart:246:29 - Undefined name 'buildingPlacements'. Try correcting the name to one that is defined, or defining the name. - undefined_identifier
  error - lib\features\auth\domain\entities\user_extension.dart:247:28 - Undefined name 'unlockedLandPlots'. Try correcting the name to one that is defined, or defining the name. - undefined_identifier
  error - lib\features\auth\domain\entities\user_extension.dart:248:36 - Undefined name 'totalBuildingsConstructed'. Try correcting the name to one that is defined, or defining the name. - undefined_identifier
  error - lib\features\auth\domain\entities\user_extension.dart:249:25 - Undefined name 'lastActiveDate'. Try correcting the name to one that is defined, or defining the name. - undefined_identifier
  error - lib\features\auth\domain\entities\user_extension.dart:250:21 - Undefined name 'worldTheme'. Try correcting the name to one that is defined, or defining the name. - undefined_identifier
  error - lib\features\auth\domain\entities\user_extension.dart:251:24 - Undefined name 'seasonalState'. Try correcting the name to one that is defined, or defining the name. - undefined_identifier
  error - lib\features\auth\domain\entities\user_extension.dart:252:23 - Undefined name 'claimedNodes'. Try correcting the name to one that is defined, or defining the name. - undefined_identifier
  error - lib\features\auth\domain\entities\user_extension.dart:253:22 - Undefined name 'activeNodes'. Try correcting the name to one that is defined, or defining the name. - undefined_identifier
  error - lib\features\auth\domain\entities\user_extension.dart:254:36 - Undefined name 'highestCompletedNodeLevel'. Try correcting the name to one that is defined, or defining the name. - undefined_identifier
  error - lib\features\auth\domain\entities\user_extension.dart:316:32 - The getter 'entropy' isn't defined for the type 'UserWorldState'. Try importing the library that defines 'entropy', correcting the name to the name of an existing getter, or defining a getter or field named 'entropy'. - undefined_getter
  error - lib\features\auth\domain\entities\user_extension.dart:317:34 - The getter 'worldAge' isn't defined for the type 'UserWorldState'. Try importing the library that defines 'worldAge', correcting the name to the name of an existing getter, or defining a getter or field named 'worldAge'. - undefined_getter
  error - lib\features\auth\domain\entities\user_extension.dart:318:28 - The getter 'zones' isn't defined for the type 'UserWorldState'. Try importing the library that defines 'zones', correcting the name to the name of an existing getter, or defining a getter or field named 'zones'. - undefined_getter
  error - lib\features\auth\domain\entities\user_extension.dart:319:52 - The getter 'unlockedBuildings' isn't defined for the type 'UserWorldState'. Try importing the library that defines 'unlockedBuildings', correcting the name to the name of an existing getter, or defining a getter or field named 'unlockedBuildings'. - undefined_getter
  error - lib\features\auth\domain\entities\user_extension.dart:320:54 - The getter 'buildingPlacements' isn't defined for the type 'UserWorldState'. Try importing the library that defines 'buildingPlacements', correcting the name to the name of an existing getter, or defining a getter or field named 'buildingPlacements'. - undefined_getter
  error - lib\features\auth\domain\entities\user_extension.dart:321:52 - The getter 'unlockedLandPlots' isn't defined for the type 'UserWorldState'. Try importing the library that defines 'unlockedLandPlots', correcting the name to the name of an existing getter, or defining a getter or field named 'unlockedLandPlots'. - undefined_getter
  error - lib\features\auth\domain\entities\user_extension.dart:323:45 - The getter 'totalBuildingsConstructed' isn't defined for the type 'UserWorldState'. Try importing the library that defines 'totalBuildingsConstructed', correcting the name to the name of an existing getter, or defining a getter or field named 'totalBuildingsConstructed'. - undefined_getter
  error - lib\features\auth\domain\entities\user_extension.dart:324:46 - The getter 'lastActiveDate' isn't defined for the type 'UserWorldState'. Try importing the library that defines 'lastActiveDate', correcting the name to the name of an existing getter, or defining a getter or field named 'lastActiveDate'. - undefined_getter
  error - lib\features\auth\domain\entities\user_extension.dart:325:38 - The getter 'worldTheme' isn't defined for the type 'UserWorldState'. Try importing the library that defines 'worldTheme', correcting the name to the name of an existing getter, or defining a getter or field named 'worldTheme'. - undefined_getter
  error - lib\features\auth\domain\entities\user_extension.dart:326:44 - The getter 'seasonalState' isn't defined for the type 'UserWorldState'. Try importing the library that defines 'seasonalState', correcting the name to the name of an existing getter, or defining a getter or field named 'seasonalState'. - undefined_getter
  error - lib\features\auth\domain\entities\user_extension.dart:327:42 - The getter 'claimedNodes' isn't defined for the type 'UserWorldState'. Try importing the library that defines 'claimedNodes', correcting the name to the name of an existing getter, or defining a getter or field named 'claimedNodes'. - undefined_getter
  error - lib\features\auth\domain\entities\user_extension.dart:328:40 - The getter 'activeNodes' isn't defined for the type 'UserWorldState'. Try importing the library that defines 'activeNodes', correcting the name to the name of an existing getter, or defining a getter or field named 'activeNodes'. - undefined_getter
  error - lib\features\auth\domain\entities\user_extension.dart:330:45 - The getter 'highestCompletedNodeLevel' isn't defined for the type 'UserWorldState'. Try importing the library that defines 'highestCompletedNodeLevel', correcting the name to the name of an existing getter, or defining a getter or field named 'highestCompletedNodeLevel'. - undefined_getter
  error - lib\features\auth\domain\entities\user_extension.dart:428:33 - The getter 'highestCompletedNodeLevel' isn't defined for the type 'UserWorldState'. Try importing the library that defines 'highestCompletedNodeLevel', correcting the name to the name of an existing getter, or defining a getter or field named 'highestCompletedNodeLevel'. - undefined_getter
  error - lib\features\auth\domain\entities\user_extension.dart:431:42 - The operator '<' can't be unconditionally invoked because the receiver can be 'null'. Try adding a null check to the target ('!'). - unchecked_use_of_nullable_value
  error - lib\features\gamification\domain\services\gamification_service.dart:115:22 - The getter 'zones' isn't defined for the type 'UserWorldState'. Try importing the library that defines 'zones', correcting the name to the name of an existing getter, or defining a getter or field named 'zones'. - undefined_getter
  error - lib\features\gamification\domain\services\gamification_service.dart:146:20 - The getter 'zones' isn't defined for the type 'UserWorldState'. Try importing the library that defines 'zones', correcting the name to the name of an existing getter, or defining a getter or field named 'zones'. - undefined_getter
  error - lib\features\gamification\domain\services\gamification_service.dart:183:20 - The getter 'zones' isn't defined for the type 'UserWorldState'. Try importing the library that defines 'zones', correcting the name to the name of an existing getter, or defining a getter or field named 'zones'. - undefined_getter
  error - lib\features\gamification\domain\services\gamification_service.dart:193:30 - The getter 'entropy' isn't defined for the type 'UserWorldState'. Try importing the library that defines 'entropy', correcting the name to the name of an existing getter, or defining a getter or field named 'entropy'. - undefined_getter
  error - lib\features\gamification\domain\services\gamification_service.dart:258:38 - The getter 'entropy' isn't defined for the type 'UserWorldState'. Try importing the library that defines 'entropy', correcting the name to the name of an existing getter, or defining a getter or field named 'entropy'. - undefined_getter
  error - lib\features\gamification\domain\services\gamification_service.dart:273:30 - The getter 'worldAge' isn't defined for the type 'UserWorldState'. Try importing the library that defines 'worldAge', correcting the name to the name of an existing getter, or defining a getter or field named 'worldAge'. - undefined_getter
